,user_id,item_id,exposure_time,internet_environment,number_of_refreshes,exposure_position,whether_to_click,consumption_time,exposure_date,index
587,1000026896,464258106,2021-06-29 08:29:54.660000+08:00,5,0,13,0,0,2021-06-29,587
588,1000026896,463572780,2021-06-29 08:30:33.981000+08:00,5,1,21,0,0,2021-06-29,588
589,1000026896,464228770,2021-06-29 08:30:33.981000+08:00,5,1,17,0,0,2021-06-29,589
590,1000026896,463953718,2021-06-29 08:30:33.981000+08:00,5,1,19,0,0,2021-06-29,590
591,1000026896,465870918,2021-07-04 11:47:32.652000+08:00,5,3,22,0,0,2021-07-04,591
592,1000026896,465465931,2021-07-04 11:47:32.652000+08:00,5,3,29,1,46,2021-07-04,592
593,1000026896,465339181,2021-07-04 12:35:03.340000+08:00,5,6,19,0,0,2021-07-04,593
594,1000026896,465900008,2021-07-04 12:35:03.340000+08:00,5,6,14,1,126,2021-07-04,594
595,1000026896,465896243,2021-07-04 12:34:44.475000+08:00,5,5,9,0,0,2021-07-04,595
596,1000026896,465374849,2021-07-04 12:35:03.340000+08:00,5,6,12,0,0,2021-07-04,596
597,1000026896,465792682,2021-07-04 12:38:55.343000+08:00,5,7,22,1,322,2021-07-04,597
598,1000026896,465902797,2021-07-04 12:34:44.475000+08:00,5,5,7,0,0,2021-07-04,598
599,1000026896,465784771,2021-07-04 11:47:32.652000+08:00,5,3,24,1,82,2021-07-04,599
600,1000026896,465396664,2021-07-04 11:47:32.652000+08:00,5,3,27,0,0,2021-07-04,600
601,1000026896,465648293,2021-07-04 12:35:03.340000+08:00,5,6,21,0,0,2021-07-04,601
602,1000026896,465524559,2021-07-04 11:47:32.652000+08:00,5,3,28,0,0,2021-07-04,602
648,1000026896,466112659,2021-07-05 21:30:09.462000+08:00,5,0,16,0,0,2021-07-05,648
649,1000026896,466380116,2021-07-05 21:36:51.084000+08:00,5,2,25,0,0,2021-07-05,649
650,1000026896,466114804,2021-07-05 21:36:51.084000+08:00,5,2,27,0,0,2021-07-05,650
651,1000026896,466225218,2021-07-05 21:36:51.084000+08:00,5,2,31,0,0,2021-07-05,651
652,1000026896,465897698,2021-07-05 21:30:29.184000+08:00,5,1,15,0,0,2021-07-05,652
653,1000026896,466264840,2021-07-05 21:36:51.084000+08:00,5,2,32,0,0,2021-07-05,653
654,1000026896,466222488,2021-07-05 21:30:29.184000+08:00,5,1,21,0,0,2021-07-05,654
655,1000026896,466170589,2021-07-05 21:40:32.455000+08:00,5,4,45,0,0,2021-07-05,655
656,1000026896,465990528,2021-07-05 21:40:32.455000+08:00,5,4,47,0,0,2021-07-05,656
657,1000026896,466283317,2021-07-05 21:30:29.184000+08:00,5,1,17,0,0,2021-07-05,657
658,1000026896,466357533,2021-07-05 21:38:21.442000+08:00,5,3,37,0,0,2021-07-05,658
659,1000026896,465927562,2021-07-05 21:38:21.442000+08:00,5,3,35,0,0,2021-07-05,659
660,1000026896,465992051,2021-07-05 21:40:32.455000+08:00,5,4,52,0,0,2021-07-05,660
661,1000026896,466180306,2021-07-05 21:40:32.455000+08:00,5,4,51,0,0,2021-07-05,661
662,1000026896,466200621,2021-07-05 21:38:21.442000+08:00,5,3,41,0,0,2021-07-05,662
663,1000026896,465653855,2021-07-05 21:38:21.442000+08:00,5,3,42,0,0,2021-07-05,663
664,1000026896,465970902,2021-07-05 21:30:09.462000+08:00,5,0,15,0,0,2021-07-05,664
665,1000026896,464059197,2021-06-30 09:29:23.601000+08:00,5,0,16,0,0,2021-06-30,665
666,1000026896,464523259,2021-06-30 09:29:23.601000+08:00,5,0,14,0,0,2021-06-30,666
667,1000026896,464625871,2021-06-30 09:29:23.601000+08:00,5,0,13,1,186,2021-06-30,667
668,1000026896,463942284,2021-06-29 10:40:07.892000+08:00,5,4,44,0,0,2021-06-29,668
669,1000026896,463727092,2021-06-29 10:35:56.516000+08:00,5,3,36,0,0,2021-06-29,669
670,1000026896,463446133,2021-06-29 10:28:13.005000+08:00,5,2,33,0,0,2021-06-29,670
671,1000026896,464185478,2021-06-29 10:28:13.005000+08:00,5,2,30,0,0,2021-06-29,671
672,1000026896,463942264,2021-06-29 10:28:13.005000+08:00,5,2,29,0,0,2021-06-29,672
673,1000026896,463689919,2021-06-29 10:28:13.005000+08:00,5,2,26,0,0,2021-06-29,673
674,1000026896,463647616,2021-06-29 10:28:13.005000+08:00,5,2,24,0,0,2021-06-29,674
675,1000026896,463982914,2021-06-29 09:42:08.569000+08:00,5,0,13,0,0,2021-06-29,675
676,1000026896,463401989,2021-06-29 09:42:08.569000+08:00,5,0,16,0,0,2021-06-29,676
677,1000026896,464221492,2021-06-29 10:25:04.379000+08:00,5,1,16,0,0,2021-06-29,677
678,1000026896,464132971,2021-06-29 10:25:04.379000+08:00,5,1,19,0,0,2021-06-29,678
679,1000026896,463864732,2021-06-29 10:25:04.379000+08:00,5,1,20,0,0,2021-06-29,679
680,1000026896,464190216,2021-06-29 10:35:56.516000+08:00,5,3,39,0,0,2021-06-29,680
681,1000026896,464000598,2021-06-29 10:35:56.516000+08:00,5,3,40,0,0,2021-06-29,681
682,1000026896,463453544,2021-06-29 10:25:04.379000+08:00,5,1,21,0,0,2021-06-29,682
683,1000026896,464150071,2021-06-29 10:35:56.516000+08:00,5,3,41,1,12,2021-06-29,683
684,1000026896,463827274,2021-06-29 10:40:07.892000+08:00,5,4,46,0,0,2021-06-29,684
685,1000026896,465551602,2021-07-04 14:33:08.796000+08:00,5,1,22,0,0,2021-07-04,685
686,1000026896,465941621,2021-07-04 14:33:08.796000+08:00,5,1,20,0,0,2021-07-04,686
687,1000026896,465855563,2021-07-04 14:33:08.796000+08:00,5,1,15,0,0,2021-07-04,687
688,1000026896,465376196,2021-07-04 14:33:08.796000+08:00,5,1,17,0,0,2021-07-04,688
689,1000026896,465307226,2021-07-04 14:38:05.779000+08:00,5,3,42,0,0,2021-07-04,689
690,1000026896,465701770,2021-07-04 14:38:05.779000+08:00,5,3,37,0,0,2021-07-04,690
691,1000026896,465876938,2021-07-04 14:38:05.779000+08:00,5,3,35,0,0,2021-07-04,691
692,1000026896,465346816,2021-07-04 14:34:58.037000+08:00,5,2,32,0,0,2021-07-04,692
693,1000026896,465672611,2021-07-04 14:34:58.037000+08:00,5,2,31,0,0,2021-07-04,693
694,1000026896,465783956,2021-07-04 14:34:58.037000+08:00,5,2,27,0,0,2021-07-04,694
695,1000026896,465834194,2021-07-04 14:34:58.037000+08:00,5,2,25,1,9,2021-07-04,695
696,1000026896,464837521,2021-07-01 02:56:04.606000+08:00,5,5,53,0,0,2021-07-01,696
697,1000026896,464784032,2021-07-01 02:55:16.010000+08:00,5,4,45,0,0,2021-07-01,697
698,1000026896,464760977,2021-07-01 02:54:24.303000+08:00,5,3,38,0,0,2021-07-01,698
699,1000026896,464848358,2021-07-01 02:55:16.010000+08:00,5,4,49,0,0,2021-07-01,699
700,1000026896,464174409,2021-07-01 02:55:16.010000+08:00,5,4,50,0,0,2021-07-01,700
701,1000026896,464062606,2021-07-01 02:52:39.585000+08:00,5,1,15,0,0,2021-07-01,701
702,1000026896,464849376,2021-07-01 02:52:39.585000+08:00,5,1,16,0,0,2021-07-01,702
703,1000026896,464078889,2021-07-01 02:52:39.585000+08:00,5,1,17,0,0,2021-07-01,703
704,1000026896,464804345,2021-07-01 02:54:24.303000+08:00,5,3,40,0,0,2021-07-01,704
705,1000026896,464346055,2021-07-01 02:55:16.010000+08:00,5,4,51,0,0,2021-07-01,705
706,1000026896,464709276,2021-07-01 02:52:39.585000+08:00,5,1,19,0,0,2021-07-01,706
707,1000026896,464652790,2021-07-01 02:55:16.010000+08:00,5,4,52,0,0,2021-07-01,707
708,1000026896,464118964,2021-07-01 02:56:04.606000+08:00,5,5,55,0,0,2021-07-01,708
709,1000026896,464373001,2021-07-01 02:52:39.585000+08:00,5,1,20,0,0,2021-07-01,709
710,1000026896,464396533,2021-07-01 02:53:41.620000+08:00,5,2,23,0,0,2021-07-01,710
711,1000026896,464853283,2021-07-01 02:56:04.606000+08:00,5,5,59,0,0,2021-07-01,711
712,1000026896,464537793,2021-07-01 02:53:41.620000+08:00,5,2,25,0,0,2021-07-01,712
713,1000026896,464165245,2021-07-01 02:56:04.606000+08:00,5,5,60,0,0,2021-07-01,713
714,1000026896,463929499,2021-07-01 02:53:41.620000+08:00,5,2,28,0,0,2021-07-01,714
715,1000026896,464671457,2021-07-01 02:53:41.620000+08:00,5,2,29,0,0,2021-07-01,715
716,1000026896,464519888,2021-07-01 02:57:02.641000+08:00,5,6,63,0,0,2021-07-01,716
717,1000026896,464736804,2021-07-01 02:53:41.620000+08:00,5,2,30,0,0,2021-07-01,717
718,1000026896,464792722,2021-07-01 02:52:39.585000+08:00,5,1,13,0,0,2021-07-01,718
719,1000026896,464128232,2021-07-01 02:54:24.303000+08:00,5,3,39,0,0,2021-07-01,719
720,1000026896,464328890,2021-07-01 02:54:24.303000+08:00,5,3,35,0,0,2021-07-01,720
721,1000026896,464852906,2021-07-01 02:55:16.010000+08:00,5,4,43,0,0,2021-07-01,721
722,1000026896,463955388,2021-06-29 22:22:51.462000+08:00,5,3,40,0,0,2021-06-29,722
723,1000026896,464184708,2021-06-29 22:38:34.810000+08:00,5,9,18,0,0,2021-06-29,723
724,1000026896,464287335,2021-06-29 22:22:51.462000+08:00,5,3,37,0,0,2021-06-29,724
725,1000026896,464358317,2021-06-29 22:22:51.462000+08:00,5,3,41,0,0,2021-06-29,725
726,1000026896,464275481,2021-06-29 22:15:38.165000+08:00,5,0,13,0,0,2021-06-29,726
727,1000026896,464366615,2021-06-29 22:15:38.165000+08:00,5,0,14,0,0,2021-06-29,727
728,1000026896,463824908,2021-06-29 22:22:51.462000+08:00,5,3,35,0,0,2021-06-29,728
729,1000026896,464450071,2021-06-29 22:37:09.410000+08:00,5,6,65,0,0,2021-06-29,729
730,1000026896,464292713,2021-06-29 22:37:09.410000+08:00,5,6,71,0,0,2021-06-29,730
731,1000026896,463736395,2021-06-29 22:38:34.810000+08:00,5,9,12,0,0,2021-06-29,731
732,1000026896,464176339,2021-06-29 22:31:23.168000+08:00,5,5,57,1,26,2021-06-29,732
733,1000026896,464371537,2021-06-29 22:21:03.152000+08:00,5,2,27,0,0,2021-06-29,733
734,1000026896,464086051,2021-06-29 22:21:03.152000+08:00,5,2,34,0,0,2021-06-29,734
735,1000026896,464521444,2021-06-29 22:15:38.165000+08:00,5,0,15,0,0,2021-06-29,735
736,1000026896,463834296,2021-06-29 22:37:09.410000+08:00,5,6,67,0,0,2021-06-29,736
737,1000026896,464447487,2021-06-29 22:26:00.751000+08:00,5,4,52,0,0,2021-06-29,737
738,1000026896,464284459,2021-06-29 22:38:34.810000+08:00,5,9,19,0,0,2021-06-29,738
739,1000026896,464398819,2021-06-29 22:21:03.152000+08:00,5,2,30,0,0,2021-06-29,739
740,1000026896,464225813,2021-06-29 22:22:51.462000+08:00,5,3,38,0,0,2021-06-29,740
741,1000026896,464134345,2021-06-29 22:37:09.410000+08:00,5,6,73,0,0,2021-06-29,741
742,1000026896,464275649,2021-06-29 22:17:28.585000+08:00,5,1,15,0,0,2021-06-29,742
743,1000026896,464400826,2021-06-29 22:26:00.751000+08:00,5,4,47,0,0,2021-06-29,743
744,1000026896,464171962,2021-06-29 22:26:00.751000+08:00,5,4,45,0,0,2021-06-29,744
745,1000026896,463859169,2021-06-29 22:37:09.410000+08:00,5,6,74,0,0,2021-06-29,745
746,1000026896,464170677,2021-06-29 22:22:51.462000+08:00,5,3,44,0,0,2021-06-29,746
747,1000026896,464389565,2021-06-29 22:17:28.585000+08:00,5,1,17,0,0,2021-06-29,747
748,1000026896,463887954,2021-06-29 22:37:53.022000+08:00,5,7,75,0,0,2021-06-29,748
749,1000026896,464284855,2021-06-29 22:17:28.585000+08:00,5,1,20,0,0,2021-06-29,749
750,1000026896,464299908,2021-06-29 22:38:34.810000+08:00,5,9,14,0,0,2021-06-29,750
751,1000026896,464014014,2021-06-29 22:31:23.168000+08:00,5,5,62,0,0,2021-06-29,751
752,1000026896,464347904,2021-06-29 22:31:23.168000+08:00,5,5,61,0,0,2021-06-29,752
753,1000026896,463880458,2021-06-29 22:37:09.410000+08:00,5,6,70,0,0,2021-06-29,753
754,1000026896,463727697,2021-06-29 22:26:00.751000+08:00,5,4,54,0,0,2021-06-29,754
755,1000026896,464328899,2021-06-29 22:21:03.152000+08:00,5,2,31,0,0,2021-06-29,755
756,1000026896,464187675,2021-06-29 22:21:03.152000+08:00,5,2,32,1,11,2021-06-29,756
757,1000026896,464379518,2021-06-29 22:38:27.618000+08:00,5,8,10,1,112,2021-06-29,757
758,1000026896,463942356,2021-06-29 22:17:28.585000+08:00,5,1,21,0,0,2021-06-29,758
759,1000026896,463821969,2021-06-29 22:31:23.168000+08:00,5,5,55,0,0,2021-06-29,759
760,1000026896,464293390,2021-06-29 22:22:51.462000+08:00,5,3,43,0,0,2021-06-29,760
761,1000026896,463697856,2021-06-29 22:38:27.618000+08:00,5,8,8,1,75,2021-06-29,761
762,1000026896,464512708,2021-06-29 22:21:03.152000+08:00,5,2,25,0,0,2021-06-29,762
763,1000026896,465955336,2021-07-04 19:30:05.204000+08:00,5,17,12,0,0,2021-07-04,763
764,1000026896,465964174,2021-07-04 19:29:27.087000+08:00,5,16,7,0,0,2021-07-04,764
765,1000026896,462512198,2021-06-25 07:27:49.884000+08:00,5,0,16,0,0,2021-06-25,765
766,1000026896,462713312,2021-06-25 07:27:49.884000+08:00,5,0,13,0,0,2021-06-25,766
767,1000026896,462678614,2021-06-25 07:39:45.096000+08:00,5,1,15,0,0,2021-06-25,767
768,1000026896,462675461,2021-06-25 07:39:45.096000+08:00,5,1,17,0,0,2021-06-25,768
769,1000026896,462070336,2021-06-25 07:39:45.096000+08:00,5,1,21,0,0,2021-06-25,769
770,1000026896,462209662,2021-06-25 07:39:45.096000+08:00,5,1,19,0,0,2021-06-25,770
771,1000026896,464040285,2021-06-29 06:30:50.810000+08:00,5,1,15,0,0,2021-06-29,771
772,1000026896,464064037,2021-06-29 06:26:21.851000+08:00,5,0,16,0,0,2021-06-29,772
773,1000026896,463882263,2021-06-29 06:38:52.468000+08:00,5,2,27,1,135,2021-06-29,773
774,1000026896,464207239,2021-06-29 06:30:50.810000+08:00,5,1,21,0,0,2021-06-29,774
775,1000026896,464143290,2021-06-29 06:30:50.810000+08:00,5,1,20,0,0,2021-06-29,775
776,1000026896,464127114,2021-06-29 06:38:52.468000+08:00,5,2,34,0,0,2021-06-29,776
777,1000026896,463944935,2021-06-29 06:38:52.468000+08:00,5,2,25,0,0,2021-06-29,777
778,1000026896,464206178,2021-06-29 06:38:52.468000+08:00,5,2,30,0,0,2021-06-29,778
779,1000026896,463456422,2021-06-29 06:38:52.468000+08:00,5,2,31,0,0,2021-06-29,779
780,1000026896,464084122,2021-06-29 06:30:50.810000+08:00,5,1,22,0,0,2021-06-29,780
781,1000026896,463766712,2021-06-29 06:30:50.810000+08:00,5,1,17,0,0,2021-06-29,781
782,1000026896,464000462,2021-06-29 06:26:21.851000+08:00,5,0,15,1,0,2021-06-29,782
783,1000026896,464217340,2021-06-29 06:26:21.851000+08:00,5,0,13,0,0,2021-06-29,783
784,1000026896,465793733,2021-07-04 09:47:00.784000+08:00,5,1,17,0,0,2021-07-04,784
785,1000026896,465811511,2021-07-04 09:46:07.671000+08:00,5,0,15,0,0,2021-07-04,785
786,1000026896,465804467,2021-07-04 09:46:07.671000+08:00,5,0,16,0,0,2021-07-04,786
787,1000026896,465875757,2021-07-04 09:47:00.784000+08:00,5,1,15,0,0,2021-07-04,787
788,1000026896,463942669,2021-06-29 06:52:56.288000+08:00,5,5,55,0,0,2021-06-29,788
789,1000026896,463693284,2021-06-29 07:13:40.630000+08:00,5,11,117,0,0,2021-06-29,789
790,1000026896,463424514,2021-06-29 06:52:56.288000+08:00,5,5,61,0,0,2021-06-29,790
791,1000026896,463961102,2021-06-29 07:08:44.802000+08:00,5,9,95,0,0,2021-06-29,791
792,1000026896,463396610,2021-06-29 07:08:44.802000+08:00,5,9,97,0,0,2021-06-29,792
793,1000026896,463707405,2021-06-29 07:08:44.802000+08:00,5,9,101,1,92,2021-06-29,793
794,1000026896,464024532,2021-06-29 07:08:44.802000+08:00,5,9,102,0,0,2021-06-29,794
795,1000026896,464182866,2021-06-29 07:08:44.802000+08:00,5,9,104,0,0,2021-06-29,795
796,1000026896,463995993,2021-06-29 06:51:26.217000+08:00,5,4,45,0,0,2021-06-29,796
797,1000026896,464116314,2021-06-29 07:01:33.573000+08:00,5,6,71,0,0,2021-06-29,797
798,1000026896,463970693,2021-06-29 06:51:26.217000+08:00,5,4,47,0,0,2021-06-29,798
799,1000026896,464189372,2021-06-29 07:01:33.573000+08:00,5,6,65,0,0,2021-06-29,799
800,1000026896,463562547,2021-06-29 07:01:33.573000+08:00,5,6,72,0,0,2021-06-29,800
801,1000026896,463538615,2021-06-29 06:51:26.217000+08:00,5,4,51,1,344,2021-06-29,801
802,1000026896,463415216,2021-06-29 07:01:33.573000+08:00,5,6,67,1,14,2021-06-29,802
803,1000026896,464001726,2021-06-29 06:50:13.181000+08:00,5,3,35,0,0,2021-06-29,803
804,1000026896,463507412,2021-06-29 06:50:13.181000+08:00,5,3,37,0,0,2021-06-29,804
805,1000026896,464128895,2021-06-29 06:50:13.181000+08:00,5,3,40,0,0,2021-06-29,805
806,1000026896,463679038,2021-06-29 06:51:26.217000+08:00,5,4,52,0,0,2021-06-29,806
807,1000026896,464136507,2021-06-29 06:50:13.181000+08:00,5,3,41,0,0,2021-06-29,807
808,1000026896,464093120,2021-06-29 06:50:13.181000+08:00,5,3,42,0,0,2021-06-29,808
809,1000026896,463879043,2021-06-29 07:06:27.224000+08:00,5,7,75,0,0,2021-06-29,809
810,1000026896,463906506,2021-06-29 07:10:35.797000+08:00,5,10,105,0,0,2021-06-29,810
811,1000026896,463527824,2021-06-29 07:10:35.797000+08:00,5,10,107,0,0,2021-06-29,811
812,1000026896,463984408,2021-06-29 07:06:27.224000+08:00,5,7,77,0,0,2021-06-29,812
813,1000026896,464110770,2021-06-29 07:10:35.797000+08:00,5,10,111,0,0,2021-06-29,813
814,1000026896,464006354,2021-06-29 07:06:27.224000+08:00,5,7,79,0,0,2021-06-29,814
815,1000026896,463930923,2021-06-29 07:18:07.620000+08:00,5,12,127,0,0,2021-06-29,815
816,1000026896,463941692,2021-06-29 07:10:35.797000+08:00,5,10,114,0,0,2021-06-29,816
817,1000026896,464040677,2021-06-29 07:18:07.620000+08:00,5,12,125,0,0,2021-06-29,817
818,1000026896,463671139,2021-06-29 07:06:27.224000+08:00,5,7,81,0,0,2021-06-29,818
819,1000026896,463470051,2021-06-29 07:13:40.630000+08:00,5,11,115,1,213,2021-06-29,819
820,1000026896,463494230,2021-06-29 07:06:27.224000+08:00,5,7,82,0,0,2021-06-29,820
821,1000026896,464245111,2021-06-29 07:07:51.904000+08:00,5,8,85,0,0,2021-06-29,821
822,1000026896,463953018,2021-06-29 07:13:40.630000+08:00,5,11,121,0,0,2021-06-29,822
823,1000026896,463657914,2021-06-29 07:13:40.630000+08:00,5,11,122,0,0,2021-06-29,823
824,1000026896,463522471,2021-06-29 07:07:51.904000+08:00,5,8,87,0,0,2021-06-29,824
825,1000026896,463655478,2021-06-29 07:07:51.904000+08:00,5,8,93,0,0,2021-06-29,825
826,1000026896,463651869,2021-06-29 07:07:51.904000+08:00,5,8,89,0,0,2021-06-29,826
827,1000026896,463938017,2021-06-29 06:52:56.288000+08:00,5,5,64,0,0,2021-06-29,827
828,1000026896,464198165,2021-06-29 07:07:51.904000+08:00,5,8,92,0,0,2021-06-29,828
829,1000026896,463502779,2021-06-29 06:52:56.288000+08:00,5,5,62,0,0,2021-06-29,829
830,1000026896,463745982,2021-06-29 07:07:51.904000+08:00,5,8,91,0,0,2021-06-29,830
831,1000026896,463661056,2021-06-29 06:52:56.288000+08:00,5,5,60,1,117,2021-06-29,831
832,1000026896,463631405,2021-06-29 06:52:56.288000+08:00,5,5,57,0,0,2021-06-29,832
833,1000026896,464661865,2021-07-01 02:39:02.922000+08:00,5,0,15,0,0,2021-07-01,833
834,1000026896,464866033,2021-07-01 02:39:02.922000+08:00,5,0,12,0,0,2021-07-01,834
835,1000026896,464881124,2021-07-01 02:39:02.922000+08:00,5,0,14,0,0,2021-07-01,835
852,1000026896,464985297,2021-07-01 14:54:41.553000+08:00,5,1,22,0,0,2021-07-01,852
853,1000026896,465001561,2021-07-01 14:55:43.457000+08:00,5,2,27,0,0,2021-07-01,853
854,1000026896,464895702,2021-07-01 14:55:43.457000+08:00,5,2,31,0,0,2021-07-01,854
855,1000026896,464962682,2021-07-01 14:42:04.483000+08:00,5,0,16,0,0,2021-07-01,855
856,1000026896,464944513,2021-07-01 14:55:43.457000+08:00,5,2,25,0,0,2021-07-01,856
857,1000026896,465015032,2021-07-01 14:54:41.553000+08:00,5,1,15,0,0,2021-07-01,857
858,1000026896,464595647,2021-07-01 14:54:41.553000+08:00,5,1,17,0,0,2021-07-01,858
859,1000026896,464657091,2021-07-01 14:54:41.553000+08:00,5,1,21,0,0,2021-07-01,859
860,1000026896,465049387,2021-07-01 14:58:06.998000+08:00,5,4,7,0,0,2021-07-01,860
861,1000026896,465808826,2021-07-04 16:21:34.230000+08:00,5,5,55,1,62,2021-07-04,861
862,1000026896,465182041,2021-07-04 16:15:43.894000+08:00,5,4,47,0,0,2021-07-04,862
863,1000026896,465478667,2021-07-04 16:15:43.894000+08:00,5,4,45,0,0,2021-07-04,863
864,1000026896,465885115,2021-07-04 16:15:43.894000+08:00,5,4,51,0,0,2021-07-04,864
865,1000026896,465515289,2021-07-04 16:09:26.628000+08:00,5,1,21,0,0,2021-07-04,865
866,1000026896,465500492,2021-07-04 16:10:27.841000+08:00,5,2,30,0,0,2021-07-04,866
867,1000026896,465470178,2021-07-04 16:21:34.230000+08:00,5,5,62,0,0,2021-07-04,867
868,1000026896,465737839,2021-07-04 16:15:43.894000+08:00,5,4,52,0,0,2021-07-04,868
869,1000026896,465498411,2021-07-04 16:30:50.615000+08:00,5,6,67,1,24,2021-07-04,869
870,1000026896,465990392,2021-07-04 16:11:21.162000+08:00,5,3,35,0,0,2021-07-04,870
871,1000026896,465865819,2021-07-04 16:11:21.162000+08:00,5,3,37,0,0,2021-07-04,871
872,1000026896,465672925,2021-07-04 16:15:43.894000+08:00,5,4,54,1,118,2021-07-04,872
873,1000026896,465887862,2021-07-04 16:07:50.625000+08:00,5,0,12,0,0,2021-07-04,873
874,1000026896,465765362,2021-07-04 16:07:50.625000+08:00,5,0,16,0,0,2021-07-04,874
875,1000026896,465888804,2021-07-04 16:11:21.162000+08:00,5,3,44,0,0,2021-07-04,875
876,1000026896,465850502,2021-07-04 16:21:34.230000+08:00,5,5,60,0,0,2021-07-04,876
877,1000026896,465418359,2021-07-04 16:21:34.230000+08:00,5,5,61,0,0,2021-07-04,877
878,1000026896,465719116,2021-07-04 16:11:21.162000+08:00,5,3,42,0,0,2021-07-04,878
879,1000026896,465799052,2021-07-04 16:09:26.628000+08:00,5,1,20,0,0,2021-07-04,879
880,1000026896,465859443,2021-07-04 16:07:50.625000+08:00,5,0,14,0,0,2021-07-04,880
881,1000026896,465719059,2021-07-04 16:10:27.841000+08:00,5,2,31,1,120,2021-07-04,881
882,1000026896,465833765,2021-07-04 16:09:26.628000+08:00,5,1,22,0,0,2021-07-04,882
883,1000026896,465911709,2021-07-04 16:30:50.615000+08:00,5,6,65,0,0,2021-07-04,883
884,1000026896,465189109,2021-07-04 16:11:21.162000+08:00,5,3,41,0,0,2021-07-04,884
885,1000026896,465887207,2021-07-04 16:10:27.841000+08:00,5,2,25,0,0,2021-07-04,885
886,1000026896,465995024,2021-07-04 16:21:34.230000+08:00,5,5,57,0,0,2021-07-04,886
887,1000026896,465376605,2021-07-04 16:09:26.628000+08:00,5,1,15,0,0,2021-07-04,887
888,1000026896,465441239,2021-07-04 16:10:27.841000+08:00,5,2,32,0,0,2021-07-04,888
889,1000026896,465943683,2021-07-04 16:10:27.841000+08:00,5,2,27,0,0,2021-07-04,889
890,1000026896,465356775,2021-07-04 16:09:26.628000+08:00,5,1,17,0,0,2021-07-04,890
912,1000026896,464059198,2021-06-29 12:07:48.558000+08:00,2,0,13,0,0,2021-06-29,912
913,1000026896,465180678,2021-07-02 23:20:51.694000+08:00,5,1,17,0,0,2021-07-02,913
914,1000026896,465398283,2021-07-02 23:23:25.760000+08:00,5,2,27,0,0,2021-07-02,914
915,1000026896,465304025,2021-07-02 23:24:06.414000+08:00,5,3,40,0,0,2021-07-02,915
916,1000026896,465304025,2021-07-02 23:24:06.414000+08:00,5,3,40,1,268,2021-07-02,916
917,1000026896,465342715,2021-07-02 23:20:51.694000+08:00,5,1,21,0,0,2021-07-02,917
918,1000026896,465538660,2021-07-02 23:24:06.414000+08:00,5,3,42,0,0,2021-07-02,918
919,1000026896,465423544,2021-07-02 23:20:30.562000+08:00,5,0,15,0,0,2021-07-02,919
920,1000026896,465148322,2021-07-02 23:23:25.760000+08:00,5,2,32,0,0,2021-07-02,920
921,1000026896,465529612,2021-07-02 23:20:30.562000+08:00,5,0,16,1,58,2021-07-02,921
922,1000026896,464887256,2021-07-02 23:24:06.414000+08:00,5,3,35,0,0,2021-07-02,922
923,1000026896,465085009,2021-07-02 23:23:25.760000+08:00,5,2,25,0,0,2021-07-02,923
924,1000026896,464902683,2021-07-02 23:24:06.414000+08:00,5,3,37,0,0,2021-07-02,924
925,1000026896,465274565,2021-07-02 23:20:51.694000+08:00,5,1,15,0,0,2021-07-02,925
926,1000026896,464999364,2021-07-02 23:23:25.760000+08:00,5,2,30,0,0,2021-07-02,926
927,1000026896,465116008,2021-07-02 23:20:51.694000+08:00,5,1,22,0,0,2021-07-02,927
928,1000026896,466084738,2021-07-05 13:50:30.700000+08:00,5,0,16,0,0,2021-07-05,928
929,1000026896,466193372,2021-07-05 13:52:38.634000+08:00,5,1,17,0,0,2021-07-05,929
930,1000026896,466084207,2021-07-05 13:52:38.634000+08:00,5,1,15,0,0,2021-07-05,930
931,1000026896,465682571,2021-07-05 13:52:38.634000+08:00,5,1,20,0,0,2021-07-05,931
932,1000026896,462584447,2021-06-25 10:38:17.283000+08:00,5,12,89,0,0,2021-06-25,932
933,1000026896,462343565,2021-06-25 10:17:55.183000+08:00,5,6,24,0,0,2021-06-25,933
934,1000026896,462879438,2021-06-25 09:52:18.095000+08:00,5,2,32,0,0,2021-06-25,934
935,1000026896,462608635,2021-06-25 09:52:18.095000+08:00,5,2,31,0,0,2021-06-25,935
936,1000026896,461979212,2021-06-25 09:52:18.095000+08:00,5,2,30,0,0,2021-06-25,936
937,1000026896,462887175,2021-06-25 09:52:18.095000+08:00,5,2,27,1,102,2021-06-25,937
938,1000026896,462643254,2021-06-25 09:52:18.095000+08:00,5,2,25,0,0,2021-06-25,938
939,1000026896,462147455,2021-06-25 10:18:40.720000+08:00,5,7,34,0,0,2021-06-25,939
940,1000026896,462410966,2021-06-25 09:51:20.153000+08:00,5,1,22,0,0,2021-06-25,940
941,1000026896,462841510,2021-06-25 09:51:20.153000+08:00,5,1,21,0,0,2021-06-25,941
942,1000026896,462664577,2021-06-25 09:51:20.153000+08:00,5,1,20,1,165,2021-06-25,942
943,1000026896,462573900,2021-06-25 10:40:24.300000+08:00,5,13,99,0,0,2021-06-25,943
944,1000026896,462074421,2021-06-25 09:57:49.201000+08:00,5,3,35,0,0,2021-06-25,944
945,1000026896,462260739,2021-06-25 09:51:20.153000+08:00,5,1,17,0,0,2021-06-25,945
946,1000026896,462633729,2021-06-25 09:51:20.153000+08:00,5,1,16,0,0,2021-06-25,946
